chr	start	end	gene_id	strand	PAS
chr6	8341936	8389183	ENSG00000234763.3	-	8341936
chr6	9124220	9161777	ENSG00000225775.1	-	9124220
chr6	10423139	10426176	ENSG00000228478.1	-	10423139
chr6	10694971	10709782	ENSG00000111845.5	+	10709782
chr6	10873222	10882041	ENSG00000124827.7	-	10873222
chr6	11607551	11607981	ENSG00000271897.1	+	11607981
chr6	11990337	12001286	ENSG00000225102.2	-	11990337
chr6	13290017	13290490	ENSG00000272379.1	-	13290017
chr6	14004919	14006901	ENSG00000233981.1	+	14006901
chr6	15243922	15245000	ENSG00000271888.1	-	15243922
chr6	16238586	16295549	ENSG00000137198.10	+	16295549
chr6	20437820	20440178	ENSG00000224707.1	+	20440178
chr6	21354410	21355296	ENSG00000227089.2	-	21354410
chr6	21485895	21521414	ENSG00000280989.2	-	21485895
chr6	21521670	21523845	ENSG00000231754.4	-	21521670
chr6	21593750	21598619	ENSG00000124766.7	+	21598619
chr6	22287243	22302826	ENSG00000172179.13	-	22287243
chr6	22569565	22571666	ENSG00000112273.7	+	22571666
chr6	23854138	23857646	ENSG00000290589.1	+	23857646
chr6	24706746	24707151	ENSG00000272402.1	+	24707151
chr6	25053626	25057073	ENSG00000223623.1	-	25053626
chr6	25754698	25781199	ENSG00000146039.11	+	25781199
chr6	25912753	25930691	ENSG00000112337.11	-	25912753
chr6	26103932	26104337	ENSG00000197061.5	+	26104337
chr6	26196783	26197286	ENSG00000197409.8	-	26196783
chr6	26224198	26227473	ENSG00000274750.3	+	26227473
chr6	26500302	26510425	ENSG00000124557.14	+	26510425
chr6	26569323	26574698	ENSG00000284607.1	+	26574698
chr6	26602732	26606661	ENSG00000275846.1	+	26606661
chr6	27147105	27147562	ENSG00000274997.2	+	27147562
chr6	27404009	27406964	ENSG00000271755.1	-	27404009
chr6	27694025	27713706	ENSG00000281706.5	+	27713706
chr6	27814301	27814777	ENSG00000276368.2	-	27814301
chr6	28136848	28139678	ENSG00000261839.1	+	28139678
chr6	28259296	28260958	ENSG00000189134.4	+	28260958
chr6	28431929	28443502	ENSG00000187987.10	-	28431929
chr6	28525880	28534955	ENSG00000224586.7	+	28534955
chr6	28648285	28649066	ENSG00000235570.1	-	28648285
chr6	28896529	28897322	ENSG00000224157.1	+	28897322
chr6	28943876	28944537	ENSG00000204709.4	+	28944537
chr6	29124209	29128908	ENSG00000227206.1	+	29128908
chr6	29497474	29510558	ENSG00000229274.2	+	29510558
chr6	29528720	29533665	ENSG00000224582.7	+	29533665
chr6	29672482	29681155	ENSG00000204644.10	-	29672482
chr6	29871894	29873783	ENSG00000281831.1	-	29871894
chr6	29975111	29978410	ENSG00000204625.10	+	29978410
chr6	30102896	30113090	ENSG00000204616.11	-	30102896
chr6	30136123	30148735	ENSG00000204614.9	+	30148735
chr6	30345130	30346884	ENSG00000241370.6	+	30346884
chr6	30676388	30687895	ENSG00000146112.12	-	30676388
chr6	30703066	30713184	ENSG00000224328.1	+	30713184
chr6	30723104	30723877	ENSG00000272540.1	-	30723104
chr6	30945978	30954862	ENSG00000233529.1	-	30945978
chr6	30934522	30954221	ENSG00000168631.14	+	30954221
chr6	31111222	31112575	ENSG00000204542.3	-	31111222
chr6	31137533	31139066	ENSG00000204538.4	-	31137533
chr6	31173734	31177899	ENSG00000204528.3	-	31173734
chr6	31195199	31198037	ENSG00000272501.1	-	31195199
chr6	31197759	31203968	ENSG00000206344.8	+	31203968
chr6	31367056	31376088	ENSG00000285647.1	+	31376088
chr6	31441666	31446973	ENSG00000230174.1	+	31446973
chr6	31528961	31530232	ENSG00000204511.3	+	31530232
chr6	31541100	31541178	ENSG00000265236.1	-	31541100
chr6	31546869	31558829	ENSG00000204498.11	+	31558829
chr6	31572053	31574324	ENSG00000226979.9	+	31574324
chr6	31575564	31578336	ENSG00000232810.5	+	31578336
chr6	31718647	31721746	ENSG00000204421.3	-	31718647
chr6	31739676	31762676	ENSG00000204410.16	+	31762676
chr6	31765589	31777328	ENSG00000204396.11	-	31765589
chr6	31834607	31839766	ENSG00000204387.14	+	31839766
chr6	31877807	31884204	ENSG00000237080.3	+	31884204
chr6	31971090	31982821	ENSG00000204344.16	+	31982821
chr6	32128706	32130288	ENSG00000204315.4	-	32128706
chr6	32150494	32154373	ENSG00000285085.1	-	32150494
chr6	32152801	32154365	ENSG00000284954.1	-	32152801
chr6	32194842	32224067	ENSG00000204301.6	-	32194842
chr6	32288525	32371907	ENSG00000204296.13	-	32288525
chr6	32718004	32719170	ENSG00000232080.5	+	32719170
chr6	32741390	32747198	ENSG00000237541.4	+	32747198
chr6	32756097	32763532	ENSG00000232629.9	-	32756097
chr6	33200304	33204439	ENSG00000112473.19	+	33204439
chr6	33204654	33206831	ENSG00000204228.4	+	33206831
chr6	33453969	33457544	ENSG00000213588.6	+	33457544
chr6	33794672	33804003	ENSG00000096395.11	-	33794672
chr6	34537801	34556333	ENSG00000124664.11	-	34537801
chr6	35118070	35148610	ENSG00000124678.20	-	35118070
chr6	35473596	35497079	ENSG00000007866.22	-	35473596
chr6	35497873	35512896	ENSG00000112041.13	-	35497873
chr6	35794981	35797344	ENSG00000137392.10	-	35794981
chr6	35797205	35845397	ENSG00000197753.11	+	35845397
chr6	36390550	36442854	ENSG00000179165.12	-	36390550
chr6	36965806	36986298	ENSG00000137409.21	-	36965806
chr6	37482937	37499893	ENSG00000198937.9	-	37482937
chr6	37545144	37550860	ENSG00000227920.3	+	37550860
chr6	39299000	39314461	ENSG00000124780.14	-	39299000
chr6	39314697	39322968	ENSG00000095981.11	-	39314697
chr6	40271565	40276237	ENSG00000227131.1	-	40271565
chr6	40334774	40387590	ENSG00000204091.8	+	40387590
chr6	40505506	40523963	ENSG00000226454.3	-	40505506
chr6	41042466	41044337	ENSG00000112212.12	+	41044337
chr6	41158505	41163186	ENSG00000095970.17	-	41158505
chr6	41189748	41201149	ENSG00000112195.9	-	41189748
chr6	41228338	41238882	ENSG00000188056.12	+	41238882
chr6	41381391	41381832	ENSG00000279284.1	-	41381391
chr6	41405818	41406561	ENSG00000280371.1	+	41406561
chr6	41764291	41764460	ENSG00000269387.1	-	41764291
chr6	41780348	41790141	ENSG00000124593.16	+	41790141
chr6	41787661	41789898	ENSG00000214736.8	+	41789898
chr6	41921498	41933046	ENSG00000112578.10	+	41933046
chr6	42173363	42181338	ENSG00000048545.18	+	42181338
chr6	42696597	42722597	ENSG00000112619.8	-	42696597
chr6	42915988	42925838	ENSG00000171611.10	+	42925838
chr6	42984552	43012342	ENSG00000112640.16	+	43012342
chr6	43014102	43021298	ENSG00000124702.19	+	43021298
chr6	43033896	43034405	ENSG00000272223.1	-	43033896
chr6	43037616	43053943	ENSG00000044090.13	-	43037616
chr6	43171268	43181506	ENSG00000112658.8	+	43181506
chr6	43225628	43229481	ENSG00000112667.13	-	43225628
chr6	43450351	43456632	ENSG00000171462.15	-	43450351
chr6	43519179	43519724	ENSG00000271754.1	-	43519179
chr6	43629539	43640941	ENSG00000124688.14	+	43640941
chr6	43722785	43737834	ENSG00000236961.1	-	43722785
chr6	43770428	43770616	ENSG00000272114.1	-	43770428
chr6	44058791	44089288	ENSG00000231881.2	+	44089288
chr6	44126913	44155519	ENSG00000137216.19	+	44155519
chr6	44342649	44380179	ENSG00000249481.7	+	44380179
chr6	46746932	46759506	ENSG00000230062.7	+	46759506
chr6	46793388	46839778	ENSG00000112818.11	+	46839778
chr6	47477207	47478160	ENSG00000270761.2	-	47477207
chr6	49727375	49744437	ENSG00000096006.12	-	49727375
chr6	49834256	49877096	ENSG00000124812.15	-	49834256
chr6	49946020	49950265	ENSG00000290804.1	-	49946020
chr6	50009137	50021994	ENSG00000203970.4	-	50009137
chr6	51599722	51623428	ENSG00000228689.8	+	51623428
chr6	52236680	52245689	ENSG00000112116.11	-	52236680
chr6	52671112	52686588	ENSG00000096092.6	+	52686588
chr6	52831654	52840843	ENSG00000182793.12	-	52831654
chr6	52896638	52909698	ENSG00000174156.15	-	52896638
chr6	52995619	52995950	ENSG00000202198.1	+	52995950
chr6	52995620	52995948	ENSG00000283293.1	+	52995948
chr6	53503108	53507660	ENSG00000249379.2	+	53507660
chr6	53561288	53617171	ENSG00000231683.6	-	53561288
chr6	54943166	54945099	ENSG00000261116.1	+	54945099
chr6	63211445	63213024	ENSG00000198225.5	+	63213024
chr6	67884040	67986503	ENSG00000286680.1	+	67986503
chr6	68055350	68060502	ENSG00000223504.1	+	68060502
chr6	73223543	73225770	ENSG00000256980.5	-	73223543
chr6	73353062	73354276	ENSG00000203909.4	-	73353062
chr6	73362657	73364171	ENSG00000203908.4	+	73364171
chr6	73368554	73395133	ENSG00000203907.10	-	73368554
chr6	75921113	76072678	ENSG00000112706.12	-	75921113
chr6	76774965	77097788	ENSG00000271945.3	+	77097788
chr6	79307668	79313384	ENSG00000286042.1	-	79307668
chr6	79561131	79561602	ENSG00000272137.1	+	79561602
chr6	80003886	80042527	ENSG00000112742.10	+	80042527
chr6	80466957	80469080	ENSG00000260645.2	+	80469080
chr6	81551685	81554092	ENSG00000277797.1	+	81554092
chr6	81969452	81969539	ENSG00000260574.1	-	81969452
chr6	83512533	83525704	ENSG00000146250.7	+	83525704
chr6	83853359	83857515	ENSG00000203877.9	+	83857515
chr6	84421027	84556152	ENSG00000231776.5	-	84421027
chr6	87085497	87095106	ENSG00000135346.9	-	87085497
chr6	88047840	88066838	ENSG00000118434.9	+	88066838
chr6	89894468	89921760	ENSG00000135355.4	+	89921760
chr6	91390312	91393000	ENSG00000224605.1	-	91390312
chr6	92387840	92388827	ENSG00000261038.1	-	92387840
chr6	96785136	96795821	ENSG00000224384.1	+	96795821
chr6	96924619	97140754	ENSG00000186231.17	+	97140754
chr6	98829966	98832508	ENSG00000283010.1	-	98829966
chr6	104864463	104941447	ENSG00000203809.7	-	104864463
chr6	105096821	105137157	ENSG00000112276.14	-	105096821
chr6	106100139	106100593	ENSG00000269919.1	+	106100593
chr6	106451495	106457248	ENSG00000282408.1	-	106451495
chr6	106969830	106975627	ENSG00000272398.6	-	106969830
chr6	107509802	107511721	ENSG00000234206.5	-	107509802
chr6	108123456	108159392	ENSG00000225174.2	+	108159392
chr6	108178870	108179317	ENSG00000279398.1	+	108179317
chr6	108782125	108787053	ENSG00000219565.2	-	108782125
chr6	109440723	109443919	ENSG00000135587.9	+	109443919
chr6	110477906	110479436	ENSG00000260188.1	+	110479436
chr6	113868012	113873390	ENSG00000227502.4	-	113868012
chr6	116494988	116545684	ENSG00000173626.10	-	116494988
chr6	116529012	116561127	ENSG00000164451.14	+	116561127
chr6	116635617	116668794	ENSG00000153975.10	-	116635617
chr6	116752196	116765719	ENSG00000183807.8	-	116752196
chr6	117907263	118317676	ENSG00000196376.11	+	118317676
chr6	123803864	124825640	ENSG00000188580.16	+	124825640
chr6	125370033	125445193	ENSG00000226409.3	-	125370033
chr6	125674352	125720218	ENSG00000224506.3	+	125720218
chr6	128883137	129516566	ENSG00000196569.14	+	129516566
chr6	130827405	130837135	ENSG00000256162.2	+	130837135
chr6	132722783	132736935	ENSG00000093134.17	-	132722783
chr6	133502251	133892802	ENSG00000227954.7	-	133502251
chr6	134636488	134642495	ENSG00000227723.1	+	134642495
chr6	136335713	136336087	ENSG00000260418.1	-	136335713
chr6	136922300	136925660	ENSG00000182747.5	+	136925660
chr6	136982164	136993234	ENSG00000225391.5	-	136982164
chr6	137143819	137173648	ENSG00000164485.15	-	137143819
chr6	137492198	137494394	ENSG00000177468.7	-	137492198
chr6	137730169	137792835	ENSG00000234956.7	-	137730169
chr6	137945365	137972522	ENSG00000229922.5	+	137972522
chr6	141447010	141451006	ENSG00000259828.1	+	141451006
chr6	143864435	143938343	ENSG00000118491.10	+	143938343
chr6	145736910	145737173	ENSG00000270828.1	-	145736910
chr6	146594515	146598931	ENSG00000237468.2	-	146594515
chr6	146802358	146803824	ENSG00000228283.3	-	146802358
chr6	146948527	146951159	ENSG00000272397.1	-	146948527
chr6	147741433	147743324	ENSG00000226249.1	-	147741433
chr6	148017421	148020974	ENSG00000234675.1	-	148017421
chr6	149246094	149255415	ENSG00000283608.1	+	149255415
chr6	149400261	149401278	ENSG00000177688.7	+	149401278
chr6	149863493	149919507	ENSG00000268592.3	+	149919507
chr6	149884430	149919508	ENSG00000223701.3	+	149919508
chr6	149934526	149936782	ENSG00000216621.8	+	149936782
chr6	150018333	150025532	ENSG00000155918.8	-	150018333
chr6	152545929	152546984	ENSG00000233464.2	+	152546984
chr6	155264012	155276548	ENSG00000171217.5	+	155276548
chr6	155380510	155381183	ENSG00000232529.1	-	155380510
chr6	156776359	156778422	ENSG00000271551.2	-	156776359
chr6	156780326	156780455	ENSG00000270487.1	-	156780326
chr6	157323963	157324477	ENSG00000271040.1	+	157324477
chr6	158636473	158644743	ENSG00000146425.11	-	158636473
chr6	158841116	158857632	ENSG00000243775.2	-	158841116
chr6	158853587	158864502	ENSG00000285159.1	+	158864502
chr6	159034467	159045152	ENSG00000164691.18	-	159034467
chr6	159169399	159272108	ENSG00000164694.17	+	159272108
chr6	164084022	164085661	ENSG00000260422.1	-	164084022
chr6	164108619	164109694	ENSG00000230627.1	-	164108619
chr6	164346488	164348644	ENSG00000226739.1	-	164346488
chr6	166157655	166168700	ENSG00000164458.10	-	166157655
chr6	166236968	166256947	ENSG00000233365.2	+	166256947
chr6	166342625	166351466	ENSG00000286760.3	+	166351466
chr6	167666839	167679270	ENSG00000272549.1	-	167666839
chr6	167679625	167696290	ENSG00000203688.6	-	167679625
chr6	167992821	167997110	ENSG00000229921.7	-	167992821
chr6	168298068	168302114	ENSG00000224417.2	-	168298068
chr6	168920393	168964386	ENSG00000225879.2	-	168920393
chr6	169175276	169182841	ENSG00000261039.3	-	169175276
chr6	169286533	169289216	ENSG00000233085.5	-	169286533
chr6	169419003	169425156	ENSG00000285887.1	-	169419003
chr6	169725090	169725854	ENSG00000232640.1	-	169725090
chr6	169770412	169772042	ENSG00000266896.1	+	169772042
chr6	170272473	170279887	ENSG00000227508.6	+	170279887
chr6	170297875	170298375	ENSG00000271234.1	-	170297875
chr6	170414138	170419325	ENSG00000261003.1	+	170419325
chr6	170615514	170738536	ENSG00000230423.3	+	170738536
chr7	12703	27234	ENSG00000283061.1	+	27234
chr7	161764	164972	ENSG00000261795.1	-	161764
chr7	290169	294422	ENSG00000248767.2	+	294422
chr7	602791	608482	ENSG00000237181.2	+	608482
chr7	879789	886547	ENSG00000273151.1	-	879789
chr7	983180	989640	ENSG00000073067.14	+	989640
chr7	1152070	1160759	ENSG00000178381.12	-	1152070
chr7	1232871	1237326	ENSG00000164853.9	+	1237326
chr7	1470276	1504389	ENSG00000164880.16	-	1470276
chr7	1567331	1571005	ENSG00000157778.9	-	1567331
chr7	2906141	3044228	ENSG00000198286.11	-	2906141
chr7	2944034	2947091	ENSG00000237286.1	+	2947091
chr7	4905988	4959213	ENSG00000136297.15	-	4905988
chr7	5426276	5428927	ENSG00000234432.4	-	5426276
chr7	5879826	5886363	ENSG00000122543.11	+	5886363
chr7	5925549	5970689	ENSG00000155026.17	-	5925549
chr7	6590020	6608726	ENSG00000146576.13	+	6608726
chr7	6615609	6624290	ENSG00000236609.4	+	6624290
chr7	6794133	6826770	ENSG00000146574.16	-	6794133
chr7	6754102	6799365	ENSG00000169402.16	+	6799365
chr7	7619871	7620543	ENSG00000272745.1	+	7620543
chr7	10449819	10779944	ENSG00000283117.1	-	10449819
chr7	13854354	13862118	ENSG00000224330.2	-	13854354
chr7	14145048	14974777	ENSG00000136267.14	-	14145048
chr7	14814130	14816565	ENSG00000226323.1	+	14816565
chr7	15611211	15686683	ENSG00000106511.6	-	15611211
chr7	15667946	15681980	ENSG00000237070.1	+	15681980
chr7	16526824	16581568	ENSG00000205858.10	+	16581568
chr7	16859411	16881987	ENSG00000173467.9	-	16859411
chr7	17299294	17467234	ENSG00000283321.1	+	17467234
chr7	17374866	17467256	ENSG00000236318.2	+	17467256
chr7	18026769	18027846	ENSG00000229937.9	-	18026769
chr7	19144292	19146253	ENSG00000229533.1	+	19146253
chr7	20296636	20314512	ENSG00000226097.6	+	20314512
chr7	22725883	22732002	ENSG00000136244.12	+	22732002
chr7	22812627	22822849	ENSG00000196683.12	-	22812627
chr7	23710202	23832513	ENSG00000196335.13	+	23832513
chr7	25358234	25432202	ENSG00000260951.2	-	25358234
chr7	27100353	27102686	ENSG00000105996.7	-	27100353
chr7	27153715	27157936	ENSG00000122592.8	-	27153715
chr7	27412163	27412891	ENSG00000279429.1	+	27412891
chr7	27733063	27740395	ENSG00000229893.2	-	27733063
chr7	28979966	29013367	ENSG00000272568.6	+	29013367
chr7	29080283	29082527	ENSG00000229452.1	+	29082527
chr7	29122273	29146223	ENSG00000285412.2	+	29146223
chr7	29514223	29563721	ENSG00000223813.5	-	29514223
chr7	30651941	30700129	ENSG00000106113.19	-	30651941
chr7	33725980	33728456	ENSG00000173862.3	+	33728456
chr7	34658217	34878332	ENSG00000187258.14	+	34878332
chr7	36079083	36085736	ENSG00000205745.2	+	36085736
chr7	36095254	36100660	ENSG00000261184.3	+	36100660
chr7	36319774	36320479	ENSG00000260070.1	+	36320479
chr7	38259642	38273636	ENSG00000289746.1	-	38259642
chr7	38330977	38378804	ENSG00000281103.4	+	38378804
chr7	38685345	38687037	ENSG00000164556.7	-	38685345
chr7	39404568	39406579	ENSG00000224122.4	-	39404568
chr7	40135004	40860763	ENSG00000175600.16	+	40860763
chr7	42661715	42706447	ENSG00000238284.2	-	42661715
chr7	42901271	42902639	ENSG00000261019.1	-	42901271
chr7	43758679	43807342	ENSG00000106605.11	+	43807342
chr7	43866557	43869893	ENSG00000062582.14	-	43866557
chr7	43997896	44010124	ENSG00000136206.5	+	44010124
chr7	44138863	44141332	ENSG00000106631.8	-	44138863
chr7	44200958	44214294	ENSG00000106636.9	+	44214294
chr7	44565803	44575051	ENSG00000136271.11	-	44565803
chr7	44848415	44849568	ENSG00000234183.1	+	44849568
chr7	44983018	44986961	ENSG00000232956.10	-	44983018
chr7	45100099	45112047	ENSG00000136270.14	-	45100099
chr7	47761475	47766772	ENSG00000146666.5	+	47766772
chr7	47795290	47819847	ENSG00000136275.10	+	47819847
chr7	48035510	48061304	ENSG00000164746.14	+	48061304
chr7	49850420	50121329	ENSG00000042813.8	-	49850420
chr7	53035632	53036925	ENSG00000221900.6	+	53036925
chr7	54752249	54759974	ENSG00000132432.14	-	54752249
chr7	55681073	55689301	ENSG00000291029.1	-	55681073
chr7	56080282	56092996	ENSG00000164776.11	-	56080282
chr7	56477587	56484386	ENSG00000225488.3	-	56477587
chr7	56493123	56497285	ENSG00000261275.1	+	56497285
chr7	63888199	63900794	ENSG00000236299.8	-	63888199
chr7	63900312	63925202	ENSG00000226581.4	+	63925202
chr7	64294515	64300818	ENSG00000287699.1	-	64294515
chr7	64369240	64375584	ENSG00000287985.1	+	64375584
chr7	65840054	65842396	ENSG00000236529.2	+	65842396
chr7	66119602	66165011	ENSG00000234185.2	-	66119602
chr7	66995172	67239514	ENSG00000198874.14	+	67239514
chr7	69594792	69597493	ENSG00000234215.3	-	69594792
chr7	72829424	72837399	ENSG00000291152.1	+	72837399
chr7	72829655	72836701	ENSG00000225648.8	+	72836701
chr7	72924417	72925125	ENSG00000272843.1	-	72924417
chr7	73019718	73029766	ENSG00000273520.6	-	73019718
chr7	73047861	73057911	ENSG00000275976.6	-	73047861
chr7	73075971	73086038	ENSG00000262461.7	-	73075971
chr7	73154937	73207283	ENSG00000233369.7	+	73207283
chr7	73242750	73271614	ENSG00000290839.1	-	73242750
chr7	73536355	73557690	ENSG00000106635.8	-	73536355
chr7	73699205	73719672	ENSG00000106089.12	-	73699205
chr7	73834589	73842516	ENSG00000165171.11	-	73834589
chr7	73985991	73988767	ENSG00000261467.2	+	73988767
chr7	74606912	74607299	ENSG00000273069.1	+	74607299
chr7	74688863	74729001	ENSG00000232729.8	-	74688863
chr7	74774010	74789315	ENSG00000158517.16	+	74789315
chr7	75027121	75074228	ENSG00000274523.5	-	75027121
chr7	75391954	75395434	ENSG00000290834.1	-	75391954
chr7	75507746	75528148	ENSG00000291092.1	-	75507746
chr7	76090430	76108779	ENSG00000290729.1	-	76090430
chr7	76389333	76409697	ENSG00000146700.9	-	76389333
chr7	76397517	76442071	ENSG00000188372.15	+	76442071
chr7	77022305	77032361	ENSG00000186645.11	-	77022305
chr7	76959834	77043775	ENSG00000265479.7	+	77043775
chr7	77416672	77425444	ENSG00000273341.2	+	77425444
chr7	78134078	78134851	ENSG00000281008.1	+	78134851
chr7	78170194	78170915	ENSG00000280958.1	+	78170915
chr7	78347141	78359458	ENSG00000231322.5	+	78359458
chr7	79008987	79012277	ENSG00000226978.1	+	79012277
chr7	79139828	79177210	ENSG00000281120.1	+	79177210
chr7	81489203	81691406	ENSG00000233491.8	-	81489203
chr7	83355153	83362266	ENSG00000235503.2	+	83362266
chr7	83372651	83373096	ENSG00000285398.1	-	83372651
chr7	84532475	84584322	ENSG00000235139.2	+	84584322
chr7	85421121	85489293	ENSG00000225128.1	+	85489293
chr7	86775080	86776022	ENSG00000231255.1	-	86775080
chr7	87627547	87832296	ENSG00000105784.16	+	87832296
chr7	88794105	88795737	ENSG00000164645.3	-	88794105
chr7	90266033	90270216	ENSG00000234459.1	-	90266033
chr7	90312495	90322592	ENSG00000225498.1	+	90322592
chr7	90345872	90346218	ENSG00000280440.1	-	90345872
chr7	92200013	92206857	ENSG00000243107.1	-	92200013
chr7	92468379	92477986	ENSG00000242950.7	-	92468379
chr7	93188533	93226469	ENSG00000188175.10	-	93188533
chr7	95035730	95214338	ENSG00000236197.5	-	95035730
chr7	95416107	95416462	ENSG00000273138.1	+	95416462
chr7	98322852	98323430	ENSG00000272950.1	+	98323430
chr7	99238828	99311130	ENSG00000002079.14	+	99311130
chr7	99705035	99735196	ENSG00000160870.15	-	99705035
chr7	99756959	99784248	ENSG00000160868.16	-	99756959
chr7	100049773	100065040	ENSG00000166529.16	+	100065040
chr7	100126784	100128495	ENSG00000214309.5	+	100128495
chr7	100307701	100322196	ENSG00000214300.7	+	100322196
chr7	100388808	100398366	ENSG00000287631.1	-	100388808
chr7	100463358	100479232	ENSG00000166925.9	-	100463358
chr7	100583981	100601117	ENSG00000106336.13	+	100601117
chr7	100602362	100608175	ENSG00000106333.13	+	100608175
chr7	100643096	100656448	ENSG00000077080.10	-	100643096
chr7	100963827	100968124	ENSG00000274993.1	-	100963827
chr7	100949533	100968347	ENSG00000169894.18	+	100968347
chr7	101014318	101017665	ENSG00000227053.2	-	101014318
chr7	101020071	101058859	ENSG00000169876.14	+	101058859
chr7	101232091	101238820	ENSG00000106404.14	-	101232091
chr7	101299557	101301346	ENSG00000232301.3	+	101301346
chr7	101562778	101569006	ENSG00000233123.2	-	101562778
chr7	101960115	101961894	ENSG00000272219.1	+	101961894
chr7	102285090	102321711	ENSG00000160999.11	+	102321711
chr7	102579645	102616756	ENSG00000105808.19	-	102579645
chr7	102637024	102642791	ENSG00000267368.1	-	102637024
chr7	102582522	102642869	ENSG00000205236.6	-	102582522
chr7	102699227	102748695	ENSG00000286830.1	-	102699227
chr7	103471380	103989658	ENSG00000189056.15	-	103471380
chr7	105102837	105105483	ENSG00000272918.1	-	105102837
chr7	107765466	107803225	ENSG00000091138.13	-	107765466
chr7	107942115	107942740	ENSG00000273055.1	+	107942740
chr7	108883974	108884587	ENSG00000205174.4	-	108883974
chr7	111808515	111821773	ENSG00000225572.1	+	111821773
chr7	113876776	114075920	ENSG00000154415.8	-	113876776
chr7	114560960	114561517	ENSG00000282859.1	+	114561517
chr7	115030563	115126314	ENSG00000225535.7	+	115126314
chr7	116209233	116211511	ENSG00000279086.1	-	116209233
chr7	116275605	116286734	ENSG00000237870.6	-	116275605
chr7	116237928	116327896	ENSG00000243243.5	-	116237928
chr7	116959592	116959805	ENSG00000274606.1	+	116959805
chr7	116965845	116967472	ENSG00000228368.1	-	116965845
chr7	117363221	117428123	ENSG00000154438.8	-	117363221
chr7	118214668	118496171	ENSG00000106013.15	+	118496171
chr7	120141015	120227213	ENSG00000233417.2	-	120141015
chr7	121348877	121396364	ENSG00000196937.11	-	121348877
chr7	123113530	123199972	ENSG00000081800.9	-	123113530
chr7	123452192	123535077	ENSG00000164675.11	-	123452192
chr7	123567009	123639481	ENSG00000146809.14	+	123639481
chr7	123655865	123664290	ENSG00000170807.12	+	123664290
chr7	123925236	123971414	ENSG00000106304.16	+	123971414
chr7	123994621	124027659	ENSG00000241345.1	+	124027659
chr7	124274670	124288852	ENSG00000243574.2	-	124274670
chr7	124337379	124349860	ENSG00000241324.1	-	124337379
chr7	124777291	124790689	ENSG00000275356.5	-	124777291
chr7	126378969	126424185	ENSG00000241921.1	+	126424185
chr7	127215126	127229927	ENSG00000236340.6	+	127229927
chr7	127349832	127350293	ENSG00000279265.1	-	127349832
chr7	127476882	127485804	ENSG00000226770.1	+	127485804
chr7	127610291	127618142	ENSG00000106331.19	-	127610291
chr7	128241277	128257629	ENSG00000174697.5	+	128257629
chr7	128862855	128865847	ENSG00000128524.5	+	128865847
chr7	128866329	128872047	ENSG00000272899.4	+	128872047
chr7	129188632	129213545	ENSG00000128602.11	+	129213545
chr7	129783369	129785185	ENSG00000242078.1	-	129783369
chr7	130206343	130216844	ENSG00000165120.5	+	130216844
chr7	130344815	130368730	ENSG00000158525.16	+	130368730
chr7	130481490	130484392	ENSG00000259920.1	-	130481490
chr7	130507659	130508282	ENSG00000270953.1	+	130508282
chr7	130538953	130546900	ENSG00000286214.1	+	130546900
chr7	130877458	130877539	ENSG00000283797.1	-	130877458
chr7	130936463	130939661	ENSG00000273319.1	+	130939661
chr7	132264151	132271269	ENSG00000225144.2	+	132271269
chr7	132648793	132728769	ENSG00000183470.9	+	132728769
chr7	132758969	132760632	ENSG00000225881.2	+	132760632
chr7	134527566	134541412	ENSG00000198074.10	+	134541412
chr7	136868651	137020255	ENSG00000181072.12	+	137020255
chr7	138594284	138701362	ENSG00000157703.16	-	138594284
chr7	138797951	138838101	ENSG00000214128.11	+	138838101
chr7	139359031	139359566	ENSG00000273391.1	-	139359031
chr7	140404057	140427974	ENSG00000146955.11	+	140427974
chr7	141708352	141731271	ENSG00000214102.7	+	141731271
chr7	141776673	141781691	ENSG00000127364.4	+	141781691
chr7	141836299	141841487	ENSG00000165076.14	-	141836299
chr7	141907812	142106747	ENSG00000257335.8	+	142106747
chr7	142111717	142222324	ENSG00000257743.9	+	142222324
chr7	142252142	142258058	ENSG00000258223.6	-	142252142
chr7	142760397	142774564	ENSG00000275896.7	+	142774564
chr7	142791693	142793368	ENSG00000211751.9	+	142793368
chr7	142801040	142802748	ENSG00000211772.11	+	142802748
chr7	142939342	142940868	ENSG00000165131.8	+	142940868
chr7	143220467	143222267	ENSG00000268170.2	-	143220467
chr7	143363898	143364229	ENSG00000272619.1	+	143364229
chr7	143571800	143574387	ENSG00000271079.1	+	143574387
chr7	143620942	143645675	ENSG00000290786.1	+	143645675
chr7	143755088	143757696	ENSG00000271321.1	-	143755088
chr7	143954843	143997312	ENSG00000213215.5	+	143997312
chr7	144251263	144355707	ENSG00000284644.1	-	144251263
chr7	147080933	147097609	ENSG00000236795.1	-	147080933
chr7	148473598	148503458	ENSG00000283504.1	-	148473598
chr7	148543676	148572177	ENSG00000283648.1	-	148543676
chr7	148590765	148615860	ENSG00000170279.3	+	148615860
chr7	149239650	149255606	ENSG00000170260.9	+	149255606
chr7	149422674	149424890	ENSG00000261842.1	+	149424890
chr7	149851571	149852170	ENSG00000280149.1	+	149852170
chr7	149881358	149881580	ENSG00000273293.1	-	149881358
chr7	150450629	150479393	ENSG00000171115.4	+	150479393
chr7	151175697	151187832	ENSG00000146926.11	-	151175697
