Chromosome	Start	End	Strand	gene_id	transcript_id
chr18	12246588	12247055	+	ENSG00000267663.1	ENST00000590066.1
chr18	12279426	12282739	+	ENSG00000280302.1	ENST00000623093.1
chr18	12288242	12291594	+	ENSG00000267069.3	ENST00000586226.3
chr18	12400411	12400473	+	ENSG00000251937.1	ENST00000516128.1
chr18	12432896	12437635	+	ENSG00000267108.1	ENST00000589843.1
chr18	12450446	12451042	+	ENSG00000267515.1	ENST00000588063.1
chr18	12760716	12760818	+	ENSG00000201466.1	ENST00000364596.1
chr18	12911185	12912023	+	ENSG00000267570.1	ENST00000585406.1
chr18	12912843	12913906	+	ENSG00000267336.1	ENST00000587313.1
chr18	13239542	13242076	+	ENSG00000279020.1	ENST00000623680.1
chr18	13459946	13460026	+	ENSG00000266146.1	ENST00000581537.1
chr18	13611113	13611200	+	ENSG00000263527.1	ENST00000583168.1
chr18	13744158	13745777	+	ENSG00000288839.1	ENST00000685003.1
chr18	14053950	14054761	+	ENSG00000270469.1	ENST00000603126.1
chr18	14089934	14091019	+	ENSG00000267150.1	ENST00000591211.1
chr18	14104541	14105226	+	ENSG00000267356.1	ENST00000592926.1
chr18	14137709	14139272	+	ENSG00000267704.1	ENST00000586090.1
chr18	14179394	14244811	+	ENSG00000186481.17	ENST00000431648.8
chr18	14190699	14190806	+	ENSG00000212329.1	ENST00000391027.1
chr18	14222007	14222331	+	ENSG00000266145.1	ENST00000582468.1
chr18	14253547	14254075	+	ENSG00000274214.1	ENST00000619964.1
chr18	14337422	14342524	+	ENSG00000290462.1	ENST00000582957.1
chr18	14338014	14338834	+	ENSG00000265787.3	ENST00000636121.1
chr18	14485805	14487501	+	ENSG00000266242.1	ENST00000578182.1
chr18	14570843	14571788	+	ENSG00000265340.1	ENST00000580232.1
chr18	14613136	14614184	+	ENSG00000266693.1	ENST00000578842.1
chr18	14695421	14706597	+	ENSG00000276318.1	ENST00000560687.2
chr18	14759187	14759294	+	ENSG00000200645.1	ENST00000363775.1
chr18	14830165	14830242	+	ENSG00000265499.1	ENST00000581101.1
chr18	14877610	14884052	+	ENSG00000265786.1	ENST00000582962.1
chr18	14978738	14979839	+	ENSG00000263821.1	ENST00000583306.1
chr18	15075444	15122767	+	ENSG00000263635.1	ENST00000583946.1
chr18	15254417	15271744	+	ENSG00000266818.1	ENST00000545779.2
chr18	21316877	21317795	+	ENSG00000265948.1	ENST00000584331.1
chr18	21673627	21682561	+	ENSG00000265656.1	ENST00000578583.1
chr18	21683509	21683597	+	ENSG00000221493.1	ENST00000408566.1
chr18	21724118	21724229	+	ENSG00000200750.1	ENST00000363880.1
chr18	21793882	21794159	+	ENSG00000242971.3	ENST00000469988.3
chr18	21817623	21817828	+	ENSG00000199977.1	ENST00000363107.1
chr18	21879800	21879904	+	ENSG00000252325.1	ENST00000516516.1
chr18	22088059	22098780	+	ENSG00000263588.1	ENST00000579830.1
chr18	22213777	22228029	+	ENSG00000264825.1	ENST00000578741.1
chr18	22586464	22587227	+	ENSG00000239490.1	ENST00000495480.1
chr18	22647581	22647688	+	ENSG00000206827.1	ENST00000384100.1
chr18	22933348	22933438	+	ENSG00000284331.1	ENST00000579822.1
chr18	23004563	23004862	+	ENSG00000242182.3	ENST00000484900.3
chr18	23024595	23024703	+	ENSG00000223023.1	ENST00000411091.1
chr18	23456370	23456467	+	ENSG00000199357.1	ENST00000362487.1
chr18	23484999	23485197	+	ENSG00000283084.1	ENST00000634369.1
chr18	24218299	24218404	+	ENSG00000206766.1	ENST00000384039.1
chr18	24321685	24321735	+	ENSG00000212051.1	ENST00000390762.1
chr18	24364786	24367984	+	ENSG00000264365.1	ENST00000579347.1
chr18	24402152	24402714	+	ENSG00000273321.1	ENST00000608010.1
chr18	24429504	24429609	+	ENSG00000199636.1	ENST00000362766.1
chr18	24435363	24439638	+	ENSG00000265094.1	ENST00000579049.1
chr18	24489374	24491080	+	ENSG00000264695.1	ENST00000583122.1
chr18	25055599	25056760	+	ENSG00000265552.1	ENST00000578129.1
chr18	25196662	25218241	+	ENSG00000285595.1	ENST00000649176.1
chr18	25302125	25302960	+	ENSG00000264434.2	ENST00000580645.2
chr18	26098838	26099226	+	ENSG00000243925.1	ENST00000468051.1
chr18	26204868	26205904	+	ENSG00000266227.1	ENST00000578162.1
chr18	26266008	26267409	+	ENSG00000266237.1	ENST00000580975.1
chr18	26348346	26349004	+	ENSG00000264911.1	ENST00000582910.1
chr18	26599407	26600338	+	ENSG00000263846.1	ENST00000584883.1
chr18	27225741	27247188	+	ENSG00000265374.1	ENST00000583148.1
chr18	27343251	27346110	+	ENSG00000264790.1	ENST00000584547.1
chr18	27454465	27469673	+	ENSG00000286465.1	ENST00000668820.1
chr18	27785820	27795637	+	ENSG00000286426.1	ENST00000663298.1
chr18	27921550	27963692	+	ENSG00000227279.2	ENST00000423367.2
chr18	28651731	28653208	+	ENSG00000266296.1	ENST00000584680.1
chr18	29048619	29048719	+	ENSG00000251719.1	ENST00000515910.1
chr18	29629841	29650440	+	ENSG00000287803.1	ENST00000666254.1
chr18	30290160	30414073	+	ENSG00000286605.1	ENST00000657542.1
chr18	30298909	30298960	+	ENSG00000283218.1	ENST00000635955.1
chr18	30713274	30714286	+	ENSG00000266196.1	ENST00000583089.1
chr18	30780005	30780424	+	ENSG00000279734.1	ENST00000624521.1
chr18	30984105	30984215	+	ENSG00000251702.1	ENST00000515893.1
chr18	31131455	31132494	+	ENSG00000263698.1	ENST00000582307.1
chr18	31228099	31250873	+	ENSG00000289619.2	ENST00000688294.2
chr18	31382316	31382430	+	ENSG00000207240.1	ENST00000384511.1
chr18	31447740	31478702	+	ENSG00000134757.5	ENST00000257189.5
chr18	31685654	31686823	+	ENSG00000259985.1	ENST00000565978.1
chr18	31718892	31719208	+	ENSG00000200472.1	ENST00000363602.1
chr18	31844387	31845178	+	ENSG00000263924.1	ENST00000582269.1
chr18	31883287	31883728	+	ENSG00000276486.1	ENST00000619794.1
chr18	31937532	31937639	+	ENSG00000222320.1	ENST00000410388.1
chr18	31942574	31944162	+	ENSG00000263823.2	ENST00000580420.2
chr18	31962177	31963618	+	ENSG00000265273.1	ENST00000581802.1
chr18	31966959	31967545	+	ENSG00000266105.1	ENST00000582538.1
chr18	31982898	31986087	+	ENSG00000280380.1	ENST00000624000.1
chr18	32018828	32111779	+	ENSG00000263917.1	ENST00000583184.1
chr18	32031034	32031359	+	ENSG00000274275.1	ENST00000620744.1
chr18	32287436	32290340	+	ENSG00000264982.1	ENST00000579580.1
chr18	32581527	32582828	+	ENSG00000263688.1	ENST00000578349.1
chr18	32769794	32774413	+	ENSG00000228835.1	ENST00000426194.1
chr18	32779038	32779286	+	ENSG00000243355.1	ENST00000485809.1
chr18	32954074	32957998	+	ENSG00000263450.1	ENST00000580071.1
chr18	34222964	34224761	+	ENSG00000267746.1	ENST00000587528.1
chr18	34225929	34226429	+	ENSG00000278052.1	ENST00000620598.1
chr18	35082008	35082242	+	ENSG00000280096.1	ENST00000624092.1
chr18	35144941	35145417	+	ENSG00000274400.1	ENST00000619893.1
chr18	35257039	35257512	+	ENSG00000279989.1	ENST00000624194.1
chr18	35268217	35270238	+	ENSG00000274184.1	ENST00000618230.1
chr18	35317395	35317848	+	ENSG00000274918.1	ENST00000613153.1
chr18	35497696	35498194	+	ENSG00000289891.1	ENST00000701402.1
chr18	35591736	35591806	+	ENSG00000283514.1	ENST00000636650.1
chr18	35595900	35597599	+	ENSG00000266965.1	ENST00000593078.1
chr18	35716369	35717978	+	ENSG00000267397.1	ENST00000590983.1
chr18	35841758	35842617	+	ENSG00000267797.1	ENST00000587407.1
chr18	35972150	35973916	+	ENSG00000278986.1	ENST00000623524.1
chr18	36189823	36190272	+	ENSG00000274849.1	ENST00000612081.1
chr18	36273573	36274599	+	ENSG00000267404.1	ENST00000589678.1
chr18	37243775	37247506	+	ENSG00000267707.2	ENST00000589281.2
chr18	37657134	37657215	+	ENSG00000266530.1	ENST00000580543.1
chr18	37672688	37673176	+	ENSG00000243516.1	ENST00000467028.1
chr18	37960219	37992413	+	ENSG00000286716.1	ENST00000654150.1
chr18	39034006	39034110	+	ENSG00000253038.1	ENST00000517229.1
chr18	39655644	39665494	+	ENSG00000286559.1	ENST00000670258.1
chr18	39676720	39676779	+	ENSG00000266148.1	ENST00000580941.1
chr18	39970467	39979314	+	ENSG00000289833.1	ENST00000700823.1
chr18	40066285	40099233	+	ENSG00000261715.1	ENST00000566101.1
chr18	40245878	40247367	+	ENSG00000286844.1	ENST00000667705.1
chr18	41341318	41507550	+	ENSG00000286328.1	ENST00000670702.1
chr18	41819052	41819421	+	ENSG00000225253.1	ENST00000457751.1
chr18	42052704	42053030	+	ENSG00000276174.1	ENST00000611384.1
chr18	42089311	42089752	+	ENSG00000267088.1	ENST00000591187.1
chr18	42270588	42270715	+	ENSG00000253040.1	ENST00000517231.1
chr18	43499172	43499836	+	ENSG00000278933.1	ENST00000624990.1
chr18	44039470	44040140	+	ENSG00000267716.1	ENST00000589621.1
chr18	44071582	44071701	+	ENSG00000202060.1	ENST00000365190.1
chr18	44214970	44342315	+	ENSG00000285550.1	ENST00000649259.1
chr18	44522365	44523074	+	ENSG00000277899.1	ENST00000615893.1
chr18	44732574	44733315	+	ENSG00000280365.1	ENST00000624404.1
chr18	44986108	44989203	+	ENSG00000279319.1	ENST00000623380.1
chr18	45507201	45550183	+	ENSG00000267354.1	ENST00000587369.1
chr18	45646152	45647937	+	ENSG00000266968.2	ENST00000590535.2
chr18	45788529	45788670	+	ENSG00000267558.2	ENST00000587507.2
chr18	46028305	46029829	+	ENSG00000267293.1	ENST00000591191.1
chr18	46385706	46387083	+	ENSG00000279829.1	ENST00000623263.1
chr18	46722974	46723223	+	ENSG00000240983.1	ENST00000490739.1
chr18	47076116	47076594	+	ENSG00000280212.1	ENST00000623573.1
chr18	47105945	47108062	+	ENSG00000267724.1	ENST00000591183.1
chr18	47137017	47137290	+	ENSG00000267800.1	ENST00000588843.1
chr18	47263934	47282939	+	ENSG00000287673.1	ENST00000658369.1
chr18	47380495	47380565	+	ENSG00000266582.1	ENST00000584505.1
chr18	47501171	47503106	+	ENSG00000279367.1	ENST00000625076.1
chr18	47501171	47558383	+	ENSG00000261307.1	ENST00000565127.1
chr18	47630111	47630848	+	ENSG00000267156.1	ENST00000592307.1
chr18	47703174	47703745	+	ENSG00000267187.1	ENST00000586404.1
chr18	47866838	47867367	+	ENSG00000279707.1	ENST00000624377.1
chr18	47878294	47882444	+	ENSG00000269365.2	ENST00000599498.2
chr18	48162038	48184725	+	ENSG00000286583.1	ENST00000652829.1
chr18	48252300	48252837	+	ENSG00000280197.1	ENST00000623329.1
chr18	48478560	48479228	+	ENSG00000266984.1	ENST00000588366.1
chr18	48564794	48568342	+	ENSG00000278983.1	ENST00000624725.1
chr18	48670599	48670668	+	ENSG00000266276.3	ENST00000584576.3
chr18	48755692	48756318	+	ENSG00000279250.1	ENST00000624979.1
chr18	49013105	49013819	+	ENSG00000280335.1	ENST00000624037.1
chr18	49023702	49048474	+	ENSG00000264269.1	ENST00000584252.1
chr18	49116300	49126479	+	ENSG00000265128.1	ENST00000585251.1
chr18	49205911	49208781	+	ENSG00000266696.1	ENST00000577641.1
chr18	49447463	49451827	+	ENSG00000287518.1	ENST00000667426.1
chr18	49469802	49470223	+	ENSG00000264971.1	ENST00000577786.1
chr18	49487338	49491878	+	ENSG00000265496.5	ENST00000581232.1
chr18	49487372	49487422	+	ENSG00000284239.1	ENST00000410758.1
chr18	49499389	49501860	+	ENSG00000264464.1	ENST00000582983.1
chr18	49650349	49651160	+	ENSG00000267444.1	ENST00000590640.1
chr18	49814132	49814276	+	ENSG00000251992.1	ENST00000516183.1
chr18	49814360	49814443	+	ENSG00000252139.1	ENST00000516330.1
chr18	50063794	50064440	+	ENSG00000267511.1	ENST00000588476.1
chr18	50098741	50099162	+	ENSG00000267591.1	ENST00000587055.1
chr18	50302189	50313595	+	ENSG00000267695.1	ENST00000586227.1
chr18	50318419	50319024	+	ENSG00000274930.1	ENST00000615075.1
chr18	50319001	50319120	+	ENSG00000251997.1	ENST00000516188.1
chr18	50457886	50458795	+	ENSG00000239780.1	ENST00000498296.1
chr18	50669509	50670215	+	ENSG00000267713.1	ENST00000588916.1
chr18	50814391	50815730	+	ENSG00000267233.1	ENST00000591842.1
chr18	50823576	50824120	+	ENSG00000239689.1	ENST00000496512.1
chr18	51433436	51434783	+	ENSG00000266003.1	ENST00000584143.1
chr18	52223077	52223688	+	ENSG00000286283.1	ENST00000656225.1
chr18	52283908	52309224	+	ENSG00000285695.1	ENST00000650572.1
chr18	52409041	52409257	+	ENSG00000280098.1	ENST00000623202.1
chr18	53237100	53237190	+	ENSG00000263872.1	ENST00000577763.1
chr18	54142132	54142577	+	ENSG00000264296.1	ENST00000578241.1
chr18	54412762	54424632	+	ENSG00000283613.1	ENST00000636973.1
chr18	54525433	54525563	+	ENSG00000264564.1	ENST00000581715.1
chr18	54563081	54567303	+	ENSG00000267428.2	ENST00000585943.2
chr18	54578540	54578619	+	ENSG00000288484.1	ENST00000673053.1
chr18	54744749	54745581	+	ENSG00000267524.1	ENST00000590033.1
chr18	54879456	54880809	+	ENSG00000267311.1	ENST00000590604.1
chr18	54954402	54954732	+	ENSG00000267647.1	ENST00000588023.1
chr18	55452532	55482940	+	ENSG00000267028.1	ENST00000587660.1
chr18	55479220	55479298	+	ENSG00000264571.1	ENST00000578110.1
chr18	55492174	55496392	+	ENSG00000267402.1	ENST00000586467.1
chr18	55635832	55636310	+	ENSG00000242320.2	ENST00000470049.2
chr18	55817166	55819759	+	ENSG00000267172.1	ENST00000585985.1
chr18	55863959	55866550	+	ENSG00000287944.1	ENST00000658965.1
chr18	56026387	56029186	+	ENSG00000287248.1	ENST00000666339.1
chr18	56573129	56575171	+	ENSG00000289876.1	ENST00000701319.1
chr18	56957269	56957469	+	ENSG00000212539.2	ENST00000391237.2
chr18	57027831	57038845	+	ENSG00000267225.1	ENST00000592032.1
chr18	57046405	57047692	+	ENSG00000286777.1	ENST00000668805.1
chr18	57147086	57150410	+	ENSG00000228075.5	ENST00000585477.2
chr18	57427132	57432112	+	ENSG00000277837.1	ENST00000620778.1
chr18	57755393	57755500	+	ENSG00000202159.1	ENST00000365289.1
chr18	57838475	57838966	+	ENSG00000231544.3	ENST00000591045.1
chr18	58371565	58372666	+	ENSG00000267504.1	ENST00000587933.1
chr18	58416764	58417628	+	ENSG00000267675.1	ENST00000585470.1
chr18	58451073	58451158	+	ENSG00000284440.1	ENST00000385044.3
chr18	58476190	58477484	+	ENSG00000276403.1	ENST00000622635.1
chr18	58535414	58538552	+	ENSG00000267257.1	ENST00000591360.1
chr18	58557069	58566677	+	ENSG00000267579.1	ENST00000589794.1
chr18	58600630	58600698	+	ENSG00000252284.1	ENST00000516475.1
chr18	58631258	58632120	+	ENSG00000239659.2	ENST00000495117.2
chr18	58659857	58660524	+	ENSG00000275418.1	ENST00000622763.1
chr18	58690355	58692153	+	ENSG00000266946.1	ENST00000592451.1
chr18	58805267	58805374	+	ENSG00000201598.1	ENST00000364728.1
chr18	59360699	59386749	+	ENSG00000267677.1	ENST00000591331.1
chr18	59459071	59465682	+	ENSG00000267000.1	ENST00000589242.1
chr18	59563708	59568615	+	ENSG00000267061.1	ENST00000586841.1
chr18	59685819	59688400	+	ENSG00000267269.1	ENST00000588298.1
chr18	59696458	59698111	+	ENSG00000267774.2	ENST00000588946.2
chr18	59700522	59700946	+	ENSG00000273664.1	ENST00000617349.1
chr18	59761557	59761905	+	ENSG00000224161.3	ENST00000473094.1
chr18	59778571	59778989	+	ENSG00000267486.1	ENST00000590914.1
chr18	59929225	59930330	+	ENSG00000267066.1	ENST00000590415.1
chr18	59969437	59971396	+	ENSG00000267497.1	ENST00000588207.1
chr18	59972913	59973207	+	ENSG00000239398.3	ENST00000479616.3
chr18	60010280	60014258	+	ENSG00000267462.1	ENST00000585691.1
chr18	60018624	60018731	+	ENSG00000252555.1	ENST00000516746.1
chr18	60149575	60150365	+	ENSG00000242060.1	ENST00000472161.1
chr18	60163566	60163707	+	ENSG00000202468.1	ENST00000365598.1
chr18	60196554	60198172	+	ENSG00000267620.1	ENST00000585803.1
chr18	60519840	60520165	+	ENSG00000266915.1	ENST00000592830.1
chr18	60611772	60646089	+	ENSG00000267382.2	ENST00000592477.1
chr18	60640418	60654623	+	ENSG00000290562.1	ENST00000589354.1
chr18	60663114	60664369	+	ENSG00000267153.1	ENST00000585629.1
chr18	61391594	61391703	+	ENSG00000206769.1	ENST00000384042.1
chr18	61420357	61422436	+	ENSG00000288800.1	ENST00000684974.1
chr18	61681652	61682695	+	ENSG00000267038.1	ENST00000588245.1
chr18	62245809	62247412	+	ENSG00000266900.1	ENST00000588561.1
chr18	62330811	62330913	+	ENSG00000199867.1	ENST00000362997.1
chr18	62415677	62416227	+	ENSG00000241088.2	ENST00000475372.2
chr18	62418317	62418576	+	ENSG00000267487.1	ENST00000591796.1
chr18	62442027	62443126	+	ENSG00000266920.1	ENST00000587663.1
chr18	62551202	62552505	+	ENSG00000279236.1	ENST00000625052.1
chr18	63207621	63208168	+	ENSG00000283125.1	ENST00000634673.1
chr18	63485600	63486018	+	ENSG00000269989.1	ENST00000602456.1
chr18	63496988	63497400	+	ENSG00000214318.3	ENST00000451206.1
chr18	63907957	63936111	+	ENSG00000242550.7	ENST00000238508.8
chr18	64072157	64072653	+	ENSG00000237314.2	ENST00000455456.2
chr18	65186158	65187018	+	ENSG00000264131.1	ENST00000578545.1
chr18	65423957	65448167	+	ENSG00000264232.2	ENST00000582028.2
chr18	65865261	65866397	+	ENSG00000263720.1	ENST00000581987.1
chr18	66946115	66946222	+	ENSG00000238680.1	ENST00000459571.1
chr18	67081583	67081686	+	ENSG00000263354.1	ENST00000578054.1
chr18	67375132	67375305	+	ENSG00000265936.1	ENST00000579213.1
chr18	67516545	67899619	+	ENSG00000265533.1	ENST00000583687.1
chr18	67940948	67956426	+	ENSG00000264634.1	ENST00000580622.1
chr18	68102086	68114878	+	ENSG00000264869.2	ENST00000580057.2
chr18	68427029	68436918	+	ENSG00000265425.1	ENST00000577835.1
chr18	68455950	68456877	+	ENSG00000263355.1	ENST00000577332.1
chr18	68527969	68528123	+	ENSG00000264697.1	ENST00000583846.1
chr18	68721081	68721560	+	ENSG00000276092.1	ENST00000613819.1
chr18	68858933	68859040	+	ENSG00000207072.1	ENST00000384344.1
chr18	68866516	68867028	+	ENSG00000264444.1	ENST00000577676.1
chr18	68908047	68908599	+	ENSG00000273584.1	ENST00000620563.1
chr18	69212276	69214350	+	ENSG00000264705.1	ENST00000579651.1
chr18	69659836	69663413	+	ENSG00000279221.1	ENST00000623938.1
chr18	70412054	70412391	+	ENSG00000265698.1	ENST00000579888.1
chr18	70430230	70431125	+	ENSG00000214255.5	ENST00000479476.1
chr18	70464916	70555465	+	ENSG00000288828.1	ENST00000687285.1
chr18	70489629	70491205	+	ENSG00000278971.1	ENST00000624049.1
chr18	70512726	70513008	+	ENSG00000239748.3	ENST00000469617.3
chr18	71028769	71033056	+	ENSG00000265639.1	ENST00000581877.1
chr18	71137828	71208366	+	ENSG00000287693.1	ENST00000658819.1
chr18	71225703	71226721	+	ENSG00000263733.1	ENST00000583587.1
chr18	71588536	71588884	+	ENSG00000264388.1	ENST00000580637.1
chr18	71665147	71665525	+	ENSG00000265946.1	ENST00000582687.1
chr18	71837038	71870788	+	ENSG00000260457.2	ENST00000563639.2
chr18	71932492	71932796	+	ENSG00000271313.1	ENST00000604699.1
chr18	72618266	72619222	+	ENSG00000264315.1	ENST00000580106.1
chr18	72751951	72752051	+	ENSG00000252598.1	ENST00000516789.1
chr18	73744934	73745232	+	ENSG00000241866.3	ENST00000470065.3
chr18	73947879	73957974	+	ENSG00000287314.1	ENST00000667770.1
chr18	74227505	74227803	+	ENSG00000243856.3	ENST00000480810.3
chr18	74293216	74298662	+	ENSG00000286529.1	ENST00000660707.1
chr18	74315838	74359189	+	ENSG00000206043.7	ENST00000579455.2
chr18	74504765	74505248	+	ENSG00000276934.1	ENST00000618739.1
chr18	75073542	75074205	+	ENSG00000273669.1	ENST00000613588.1
chr18	75086367	75086514	+	ENSG00000283452.1	ENST00000637703.1
chr18	75387055	75387596	+	ENSG00000276993.1	ENST00000612669.1
chr18	75455786	75468835	+	ENSG00000287281.1	ENST00000657893.1
chr18	75472793	75474772	+	ENSG00000286603.1	ENST00000664948.1
chr18	75642493	75656016	+	ENSG00000287993.1	ENST00000657842.1
chr18	75927835	75928004	+	ENSG00000275827.1	ENST00000612354.1
chr18	76256890	76258337	+	ENSG00000264212.1	ENST00000579833.1
chr18	76259165	76260114	+	ENSG00000266614.1	ENST00000577797.1
chr18	76372716	76378275	+	ENSG00000263982.1	ENST00000583287.1
chr18	76495520	76498088	+	ENSG00000275763.3	ENST00000622985.1
chr18	76751304	76751841	+	ENSG00000265836.1	ENST00000579393.1
chr18	77042863	77044739	+	ENSG00000287680.1	ENST00000670694.1
chr18	77093085	77093446	+	ENSG00000275178.1	ENST00000613063.1
chr18	77180105	77235430	+	ENSG00000265844.1	ENST00000584843.1
chr18	77421618	77561044	+	ENSG00000264015.2	ENST00000583629.2
chr18	77622551	77624515	+	ENSG00000264693.1	ENST00000581626.1
chr18	78036738	78036845	+	ENSG00000199728.1	ENST00000362858.1
chr18	78137222	78140887	+	ENSG00000266213.1	ENST00000577382.1
chr18	78480548	78484867	+	ENSG00000265644.1	ENST00000579769.1
chr18	78505164	78506410	+	ENSG00000265378.1	ENST00000581634.1
chr18	78926052	78928494	+	ENSG00000287758.1	ENST00000654461.1
chr18	79085133	79086435	+	ENSG00000279416.1	ENST00000624383.1
chr18	79117206	79117920	+	ENSG00000267655.1	ENST00000586389.1
chr18	79144751	79146918	+	ENSG00000279474.1	ENST00000625180.1
chr18	79352457	79354567	+	ENSG00000279077.1	ENST00000625182.1
chr18	79420835	79422780	+	ENSG00000279637.1	ENST00000624177.1
chr18	79496057	79498348	+	ENSG00000279981.1	ENST00000624066.1
chr18	79539573	79540840	+	ENSG00000286296.1	ENST00000666976.1
chr18	79610746	79612303	+	ENSG00000267409.1	ENST00000587527.1
chr18	79787120	79791432	+	ENSG00000266924.1	ENST00000587174.1
chr18	79792725	79816529	+	ENSG00000267780.2	ENST00000592499.2
chr18	80077706	80078259	+	ENSG00000266909.1	ENST00000586535.1
chr18	80161751	80162413	+	ENSG00000278000.1	ENST00000616901.1
chr18	80139	88570	-	ENSG00000262081.2	ENST00000571755.2
chr18	94201	94330	-	ENSG00000274446.1	ENST00000622049.1
chr18	112255	112339	-	ENSG00000277521.1	ENST00000619811.1
chr18	423743	424416	-	ENSG00000265477.1	ENST00000582120.1
chr18	508567	515294	-	ENSG00000264265.1	ENST00000579492.1
chr18	586516	586850	-	ENSG00000222174.1	ENST00000410242.1
chr18	623742	626492	-	ENSG00000288533.1	ENST00000667928.1
chr18	653984	657259	-	ENSG00000263727.1	ENST00000584679.1
chr18	738057	739662	-	ENSG00000264635.1	ENST00000581712.1
chr18	797988	798135	-	ENSG00000206687.1	ENST00000383960.1
chr18	894434	907680	-	ENSG00000265671.1	ENST00000582554.1
chr18	926082	927993	-	ENSG00000259837.1	ENST00000564872.1
chr18	962591	976883	-	ENSG00000272461.1	ENST00000606879.1
chr18	1159197	1160404	-	ENSG00000263505.1	ENST00000584914.1
chr18	1176789	1177012	-	ENSG00000266251.1	ENST00000580869.1
chr18	1323793	1324085	-	ENSG00000199197.1	ENST00000362327.1
chr18	1362444	1363873	-	ENSG00000265417.1	ENST00000579735.1
chr18	1927726	1929094	-	ENSG00000264189.1	ENST00000582646.1
chr18	2506627	2511580	-	ENSG00000286975.1	ENST00000659469.1
chr18	2561171	2562220	-	ENSG00000266783.1	ENST00000583253.1
chr18	2593673	2594913	-	ENSG00000235422.1	ENST00000443475.1
chr18	2649760	2649867	-	ENSG00000200875.1	ENST00000364005.1
chr18	3025068	3025387	-	ENSG00000277447.1	ENST00000618479.1
chr18	3025433	3025566	-	ENSG00000252258.1	ENST00000516449.1
chr18	3245287	3247433	-	ENSG00000272688.2	ENST00000609924.2
chr18	3377915	3378247	-	ENSG00000240364.1	ENST00000486139.1
chr18	3406341	3406818	-	ENSG00000243720.1	ENST00000490908.1
chr18	3571214	3571511	-	ENSG00000241223.3	ENST00000462264.3
chr18	3770016	3771430	-	ENSG00000266513.1	ENST00000584060.1
chr18	3894698	3894805	-	ENSG00000207278.1	ENST00000384548.1
chr18	3977648	3978615	-	ENSG00000250933.1	ENST00000509132.1
chr18	5002758	5003254	-	ENSG00000264775.1	ENST00000577627.1
chr18	5132748	5133229	-	ENSG00000215368.5	ENST00000578494.1
chr18	5236723	5238598	-	ENSG00000264575.1	ENST00000581067.1
chr18	5240254	5241167	-	ENSG00000265188.1	ENST00000580230.1
chr18	5381640	5385330	-	ENSG00000266288.1	ENST00000581798.1
chr18	6017722	6017839	-	ENSG00000200637.1	ENST00000363767.1
chr18	6374360	6374425	-	ENSG00000283532.1	ENST00000637586.1
chr18	6394846	6398020	-	ENSG00000279885.1	ENST00000623868.1
chr18	6641970	6642478	-	ENSG00000261627.1	ENST00000563503.1
chr18	6728820	6729862	-	ENSG00000266441.1	ENST00000577327.1
chr18	6784613	6796503	-	ENSG00000287834.1	ENST00000656732.1
chr18	6873398	6875024	-	ENSG00000263797.1	ENST00000583659.1
chr18	6936911	6937020	-	ENSG00000251897.1	ENST00000516088.1
chr18	7301019	7301153	-	ENSG00000212626.1	ENST00000391324.1
chr18	7455843	7461135	-	ENSG00000286126.1	ENST00000651113.1
chr18	8012256	8016565	-	ENSG00000286627.1	ENST00000668117.1
chr18	8133202	8136032	-	ENSG00000286649.1	ENST00000660095.1
chr18	8360819	8367034	-	ENSG00000266149.1	ENST00000580491.1
chr18	8406760	8406953	-	ENSG00000263970.1	ENST00000579805.1
chr18	8635178	8636347	-	ENSG00000266708.1	ENST00000580267.1
chr18	8688021	8688410	-	ENSG00000263935.1	ENST00000579772.1
chr18	8695855	8707699	-	ENSG00000265962.2	ENST00000579368.2
chr18	8720033	8720132	-	ENSG00000252319.1	ENST00000516510.1
chr18	9102010	9102492	-	ENSG00000288939.1	ENST00000688917.1
chr18	9112403	9115877	-	ENSG00000263847.1	ENST00000579467.1
chr18	9249648	9249746	-	ENSG00000200883.1	ENST00000364013.1
chr18	9310521	9334445	-	ENSG00000264964.2	ENST00000584509.2
chr18	9473420	9474006	-	ENSG00000273335.1	ENST00000608162.1
chr18	9518118	9518260	-	ENSG00000251994.1	ENST00000516185.1
chr18	9617963	9618072	-	ENSG00000212572.1	ENST00000391270.1
chr18	9678247	9679493	-	ENSG00000264644.1	ENST00000581937.1
chr18	9734881	9735602	-	ENSG00000266891.1	ENST00000578806.1
chr18	9830329	9830627	-	ENSG00000242651.3	ENST00000491550.3
chr18	9840339	9841559	-	ENSG00000285653.1	ENST00000649534.1
chr18	9844716	9844846	-	ENSG00000252680.1	ENST00000516871.1
chr18	9880579	9880886	-	ENSG00000265564.1	ENST00000584447.1
chr18	9912315	9912849	-	ENSG00000272799.1	ENST00000609787.1
chr18	10622122	10622267	-	ENSG00000264503.1	ENST00000582221.1
chr18	10623875	10624305	-	ENSG00000264311.1	ENST00000578567.1
chr18	10627645	10628846	-	ENSG00000264072.1	ENST00000579413.1
chr18	10759583	10759649	-	ENSG00000274838.1	ENST00000618842.1
chr18	11366912	11378409	-	ENSG00000267051.1	ENST00000592198.1
chr18	11390032	11390729	-	ENSG00000273119.1	ENST00000609980.1
chr18	11447755	11489369	-	ENSG00000267564.1	ENST00000587114.1
chr18	11619435	11639461	-	ENSG00000257513.8	ENST00000588786.3
chr18	11619508	11639699	-	ENSG00000291183.1	ENST00000547442.5
